"exclude_index","aucs"
0,0.994657215404147
1,0.994657215404147
2,0.994657215404147
3,0.994657215404147
4,0.994657215404147
5,0.994657215404147
6,0.994657215404147
7,0.994657215404147
8,0.994657215404147
9,0.994657215404147
10,0.994657215404147
11,0.994657215404147
12,0.994657215404147
13,0.994657215404147
14,0.994657215404147
15,0.994657215404147
16,0.994657215404147
17,0.994657215404147
18,0.994657215404147
19,0.994657215404147
20,0.994657215404147
21,0.994657215404147
22,0.994657215404147
23,0.994657215404147
24,0.994657215404147
25,0.994657215404147
26,0.994657215404147
27,0.994657215404147
28,0.994657215404147
29,0.994657215404147
30,0.994657215404147
31,0.994657215404147
32,0.994657215404147
33,0.994657215404147
34,0.994657215404147
35,0.994657215404147
36,0.994657215404147
37,0.994657215404147
38,0.994657215404147
39,0.994657215404147
40,0.994657215404147
41,0.994657215404147
42,0.994657215404147
43,0.994657215404147
44,0.994657215404147
45,0.994657215404147
46,0.994657215404147
47,0.994657215404147
48,0.994657215404147
49,0.994657215404147
