"exclude_index","aucs"
0,0.992256637168142
1,0.992256637168142
2,0.992256637168142
3,0.992256637168142
4,0.992256637168142
5,0.992256637168142
6,0.992256637168142
7,0.992256637168142
8,0.992256637168142
9,0.992256637168142
10,0.992256637168142
11,0.992256637168142
12,0.992256637168142
13,0.992256637168142
14,0.992256637168142
15,0.992256637168142
16,0.992256637168142
17,0.992256637168142
18,0.992256637168142
19,0.992256637168142
20,0.992256637168142
21,0.992256637168142
22,0.992256637168142
23,0.992256637168142
24,0.992256637168142
25,0.992256637168142
26,0.992256637168142
27,0.992256637168142
28,0.992256637168142
29,0.992256637168142
30,0.992256637168142
31,0.992256637168142
32,0.992256637168142
33,0.992256637168142
34,0.992256637168142
35,0.992256637168142
36,0.992256637168142
37,0.992256637168142
38,0.992256637168142
39,0.992256637168142
40,0.992256637168142
41,0.992256637168142
42,0.992256637168142
43,0.992256637168142
44,0.992256637168142
45,0.992256637168142
46,0.992256637168142
47,0.992256637168142
48,0.992256637168142
49,0.992256637168142
