"exclude_index","aucs"
0,0.982959850606909
1,0.982959850606909
2,0.982959850606909
3,0.982959850606909
4,0.982959850606909
5,0.982959850606909
6,0.982959850606909
7,0.982959850606909
8,0.982959850606909
9,0.982959850606909
10,0.982959850606909
11,0.982959850606909
12,0.982959850606909
13,0.982959850606909
14,0.982959850606909
15,0.982959850606909
16,0.982959850606909
17,0.982959850606909
18,0.982959850606909
19,0.982959850606909
20,0.982959850606909
21,0.982959850606909
22,0.982959850606909
23,0.982959850606909
24,0.982959850606909
25,0.982959850606909
26,0.982959850606909
27,0.982959850606909
28,0.982959850606909
29,0.982959850606909
30,0.982959850606909
31,0.982959850606909
32,0.982959850606909
33,0.982959850606909
34,0.982959850606909
35,0.982959850606909
36,0.982959850606909
37,0.982959850606909
38,0.982959850606909
39,0.982959850606909
40,0.982959850606909
41,0.982959850606909
42,0.982959850606909
43,0.982959850606909
44,0.982959850606909
45,0.982959850606909
46,0.982959850606909
47,0.982959850606909
48,0.982959850606909
49,0.982959850606909
