"exclude_index","aucs"
0,0.00350262697022768
1,0.00350262697022768
2,0.00350262697022768
3,0.00350262697022768
4,0.00350262697022768
5,0.00350262697022768
6,0.00350262697022768
7,0.00350262697022768
8,0.00350262697022768
9,0.00350262697022768
10,0.00350262697022768
11,0.00350262697022768
12,0.00350262697022768
13,0.00350262697022768
14,0.00350262697022768
15,0.00350262697022768
16,0.00350262697022768
17,0.00350262697022768
18,0.00350262697022768
19,0.00350262697022768
20,0.00350262697022768
21,0.00350262697022768
22,0.00350262697022768
23,0.00350262697022768
24,0.00350262697022768
25,0.00350262697022768
26,0.00350262697022768
27,0.00350262697022768
28,0.00350262697022768
29,0.00350262697022768
30,0.00350262697022768
31,0.00350262697022768
32,0.00350262697022768
33,0.00350262697022768
34,0.00350262697022768
35,0.00350262697022768
36,0.00350262697022768
37,0.00350262697022768
38,0.00350262697022768
39,0.00350262697022768
40,0.00350262697022768
41,0.00350262697022768
42,0.00350262697022768
43,0.00350262697022768
44,0.00350262697022768
45,0.00350262697022768
46,0.00350262697022768
47,0.00350262697022768
48,0.00350262697022768
49,0.00350262697022768
