"exclude_index","aucs"
0,0.00350262697022766
1,0.00350262697022766
2,0.00350262697022766
3,0.00350262697022766
4,0.00350262697022766
5,0.00350262697022766
6,0.00350262697022766
7,0.00350262697022766
8,0.00350262697022766
9,0.00350262697022766
10,0.00350262697022766
11,0.00350262697022766
12,0.00350262697022766
13,0.00350262697022766
14,0.00350262697022766
15,0.00350262697022766
16,0.00350262697022766
17,0.00350262697022766
18,0.00350262697022766
19,0.00350262697022766
20,0.00350262697022766
21,0.00350262697022766
22,0.00350262697022766
23,0.00350262697022766
24,0.00350262697022766
25,0.00350262697022766
26,0.00350262697022766
27,0.00350262697022766
28,0.00350262697022766
29,0.00350262697022766
30,0.00350262697022766
31,0.00350262697022766
32,0.00350262697022766
33,0.00350262697022766
34,0.00350262697022766
35,0.00350262697022766
36,0.00350262697022766
37,0.00350262697022766
38,0.00350262697022766
39,0.00350262697022766
40,0.00350262697022766
41,0.00350262697022766
42,0.00350262697022766
43,0.00350262697022766
44,0.00350262697022766
45,0.00350262697022766
46,0.00350262697022766
47,0.00350262697022766
48,0.00350262697022766
49,0.00350262697022766
